#DMe S logL Z DMi DMh DMs dnu thres
1.281574275127290434e+02 3.669013460003694327e+00 4.237356676210556117e+01 1.351058587831787117e-01 1.120703236034425885e+02 1.281357344642261786e+01 5.446992451862203488e+00 1.000000000000000000e+03 1.000000000000000000e+00
3.399004042891794143e+03 6.415656415530807344e+00 4.286979282194253926e+01 1.933288580754876085e-01 1.622267787853741368e+02 3.855537640342172381e+03 7.002076078642788026e+00 1.000000000000000000e+03 1.000000000000000000e+00
3.871750467722293934e+02 2.596542170297460039e+00 4.282015005074286762e+01 2.549101691788745461e-01 2.162251466102528923e+02 2.071147563650600318e+02 7.412011768317627869e+00 1.000000000000000000e+03 1.000000000000000000e+00
4.769817649565571855e+02 5.463697737789794395e+00 4.321112944590330329e+01 2.263016885600654948e-01 1.910266954182641541e+02 3.147073036905482013e+02 3.595988093657152262e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.155796212232601761e+02 1.489328458499925345e+00 4.312378380713827397e+01 4.437773689413703204e-01 3.861082428062049985e+02 2.167546853112954608e+01 2.087464065892182674e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.690923590985014471e+03 1.359975476418920914e+00 4.315003340649676034e+01 4.548047239680549358e-01 3.961561369231934009e+02 3.323991371820000040e+03 1.444716075728375060e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.687091382057057558e+02 1.889786302512989513e+00 4.328639814397921270e+01 4.146071461304690065e-01 3.595636071218215193e+02 1.430374972645841183e+02 1.136055097488375409e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.721288391048808535e+03 1.313451112878329274e+00 4.168489511817948312e+01 1.109738952241401400e-01 9.157757929811671715e+01 2.907755909243292535e+03 1.378415460040925389e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.804274711719025390e+02 1.043267684161702347e+00 4.283529513510575271e+01 4.088716219804523488e-01 3.543541215485944349e+02 1.317550134609667190e+01 2.355850102815687919e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.073356059697974842e+02 3.779623376498379539e+00 4.326299022225250468e+01 2.834983142409946977e-01 2.415681748644782942e+02 5.762370020457077402e+01 2.678868675106714647e+01 1.000000000000000000e+03 1.000000000000000000e+00
