#DMe S logL Z DMi DMh DMs dnu thres
7.685291257607665329e+02 2.517233934054394773e+00 4.396607012156921712e+01 7.669202519668556484e-01 6.826907738390764280e+02 1.322133618067167617e+02 1.945616059917559681e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.487079208695818124e+02 7.773021055793537748e+00 4.461027564341041796e+01 8.208770479588352043e-01 7.321479155447419771e+02 1.433445316932103175e+01 1.581928044075585049e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.213204383127904293e+02 3.963665019029024794e+00 4.404227967903526775e+01 6.966166279322779653e-01 6.181086393524391269e+02 1.488132875430836464e+02 2.629756677185178759e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.802024643525535112e+03 2.887248732941189111e+00 4.460646453518953791e+01 1.340858625739947740e+00 1.198186227516133840e+03 1.407858054436740986e+03 5.642310232012881954e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.702601724711585121e+03 1.449145353892537846e+00 4.461380021854334643e+01 1.756716292381253153e+00 1.551815454698697977e+03 3.815136609301576982e+02 3.416130628176692596e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.295477801752092091e+03 1.191277495420527188e+00 4.419849315429901537e+01 1.408346861009401652e+00 1.256840964790082353e+03 7.749455499240509937e+01 1.555635002438326353e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.073479813087258208e+03 4.772118417879553931e+00 4.444612522038998748e+01 9.624141714156259075e-01 8.611662752837452217e+02 3.882248149260199739e+02 2.842228044298119016e+01 1.000000000000000000e+03 1.000000000000000000e+00
5.415244774540443586e+02 1.159715291379793811e+01 4.431793823318945158e+01 5.560225655500419251e-01 4.888414656184833689e+02 6.873934790917346049e+01 1.323660732809937102e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.511930666554327445e+03 1.131680146421134125e+00 4.439834312669389504e+01 1.415630822075396367e+00 1.263129104595280069e+03 5.845253390016953290e+02 1.648738264708099877e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.411430972469233893e+02 3.925316162455749325e+00 4.429625844680352031e+01 7.347493025391819144e-01 6.531577148088138074e+02 1.042564669048476844e+02 4.837611391330602117e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.083007844908024936e+03 1.547716735311045921e+00 4.419517037685898231e+01 1.153920902531756942e+00 1.033352090044088754e+03 9.311350899139583248e+01 1.384105934102938740e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.142774157603269259e+03 3.161323842866474276e+00 4.456947620202387839e+01 1.161889217152404008e+00 1.040445669424071411e+03 1.750951308401550932e+02 4.612772436196006254e+01 1.000000000000000000e+03 1.000000000000000000e+00
7.463506101857958583e+02 2.323238812053364022e+00 4.413295869961068973e+01 8.029375834972178883e-01 7.157250061392210227e+02 2.686927622672367377e+01 2.834677632615055742e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.270901900955887641e+03 1.605445224773294433e+00 4.452739131091246350e+01 1.378120279130737424e+00 1.230724270682004999e+03 4.617394038215535801e+01 4.937329693958204047e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.197414703273670284e+03 2.421461707632690086e+00 4.461247811570693500e+01 1.271012829367563768e+00 1.137039771293208332e+03 9.340130178822343510e+01 4.371094331159979873e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.224433336285667110e+03 1.023608746591002649e+00 4.394246828545828265e+01 1.180001502322907347e+00 1.056569647796729896e+03 3.597325796843350076e+02 6.210513407012796527e+00 1.000000000000000000e+03 1.000000000000000000e+00
8.674290091047890883e+02 2.834695855357721950e+00 4.416498813797839773e+01 9.449821282172997661e-01 8.453333527650650012e+02 9.386804686169146095e+00 3.358885200582542296e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.713976968634204695e+03 1.328959194307697711e+00 4.462238010734520088e+01 1.921117916826705407e+00 1.686610709436522939e+03 6.494031593070552333e+01 1.499975412816660381e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.646987137698743027e+02 1.359578246068169127e+00 4.404466368462141901e+01 1.041366450968171264e+00 9.325536892439408803e+02 2.726504524547812025e+01 3.835472938731152226e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.528853840334918686e+03 2.437786120034347803e+00 4.463231378641415859e+01 1.558813034940253361e+00 1.385870171210063518e+03 3.626769292261080295e+02 3.191547114155595999e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.043668816241185823e+03 1.196354718434170072e+00 4.396992049635973387e+01 1.076712309392960254e+00 9.643017154503003212e+02 1.519778993939860072e+02 1.284473577927748345e+01 1.000000000000000000e+03 1.000000000000000000e+00
6.125434218670595783e+02 1.216012833436798246e+01 4.441500982134553510e+01 6.461619251024139921e-01 5.717043170201475277e+02 2.350602332441926023e+01 4.372175612983274817e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.058584946892796097e+02 2.247889545529950794e+00 4.398275799166152922e+01 7.499082484016603711e-01 6.670786164618614293e+02 2.356261671779247422e+02 7.225886444412271459e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.198268699456554714e+03 3.276226938273580025e+00 4.451588480759526334e+01 1.126753300818270187e+00 1.009166857847179472e+03 3.941138295731498147e+02 8.059136260402615548e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.947994770707239240e+03 1.158890077792200879e+00 4.469057681902445722e+01 2.011835192133694328e+00 1.759661312780267963e+03 5.449981174324082076e+02 2.223121900827428732e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.205282463274802467e+03 2.870553972627313488e+00 4.431036206800927602e+01 1.008242591025727108e+00 9.026348606648958821e+02 5.772032636285590570e+02 3.058654200448437521e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.179025690996262938e+03 1.985566456467506846e+00 4.389943285339544587e+01 8.330104031525219499e-01 7.432555488610690873e+02 7.701399637111301217e+02 2.863124020593323849e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.706077601943521131e+03 4.614581192115090325e+00 4.463075229675271771e+01 1.145995283069599857e+00 1.026296518889221034e+03 1.433653688350465927e+03 2.515330940400575699e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.292028055691243935e+02 3.257595895246533502e+01 4.436836632050756180e+01 4.164634604924407624e-01 3.612496680005014014e+02 8.189812324707047253e+01 1.435501314470015721e+01 1.000000000000000000e+03 1.000000000000000000e+00
